Id;municipio_inmueble;estrato;direccion del inmueble;tipo inmueble;barrio;alcantarillado en el sector;acueducto en el sector;gas en el sector;energia en el sector;telefono en el sector;alcantarillado en el predio;acueducto en el predio;gas en el predio;energia en el predio;telefono en el predio;sardineles en las vias;andenes en las vias;topografia sector;transporte;demanda interes;paradero;alumbrado;arborizacion;alamedas;ciclo rutas;nivel de equipamiento comercial;area valorada;citofono;cocina;bicicletero;estudio;habitaciones;sala;porteria;piscina;cuarto del servicio;estar habitacion;tanque de agua;club house;garaje visitantes;vigilancia privada;vias pavimentadas;vigilancia 24 horas;administracion;antiguedad;sauna;comedor;baÒos;zona verde privada;balcon;terraza;patio interior;jardin;zona de ropas;numero total de garajes;numero total de depositos;longitud;latitud;valor total avaluo
7569;LA ESTRELLA;3;KR 51 # 98 SUR - 237 APTO 1709 TORRE 2;APARTAMENTO;VIEJO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;REGULAR MALO;50.2;NO;1;NO;0;2;1;SI;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;1;NO;1;2;NO;1;0;0;0.0;0;0;0.0;-7.461.045.779.999.990;104.637.422;104165000.0
7570;IBAGUE;3;CL 75 # 5 - 90  APARTAMENTO 501 TORRE B;APARTAMENTO;JORDAN;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;NO;MUY BUENO;69.8;SI;1;NO;1;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;9;NO;1;2;NO;2;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;189500000.0
7571;SANTA MARTA;3;MZ G CS 20;CASA;LA CONCEPCION;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;SI;SI;NO;NO;BUENO;68.49;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;1;0;1;3;NO;1;1;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;151455000.0
7572;BARRANCABERMEJA;2;KR 41 # 24 - 549 BARRIO LA PENINSULA APTO. 103 MULTIFAMILIAR GALEZA;CASA;LA PENINSULA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;INCLINADA;BUENO;NULA;NO;SI;SI;NO;NO;REGULAR MALO;81.78;NO;1;NO;0;3;1;NO;NO;0;0;SI;NO;NO;NO;SI;NO;NO TIENE;1;NO;1;2;NO;0;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;86114340.0
7573;YUMBO;2;KR 12 # 12 - 32;CASA;CIUDADELA CORVIVALLE;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;NO;SI;SI;NO;NO;BUENO;106.08;0;1;0;0;3;1;0;0;0;1;0;0;0;NO;SI;NO;NO TIENE;26;0;1;2;NO;0;0;1;1.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;110064000.0
7575;MEDELLIN;3;CL 64 E # 93 - 23 APTO 202;APARTAMENTO;ROBLEDO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;54.78;NO;1;NO;0;3;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;30;NO;1;2;NO;1;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;112299000.0
7576;BOGOTA;3;KR 72 K # 40 C - 76 SUR;CASA;TIMIZA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;138.33;0;1;0;1;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;47;0;1;3;NO;0;1;1;0.0;0;0;0.0;-7.461.045.779.999.990;104.637.422;325800100.0
7577;SINCELEJO;4;CL 33 # 29 - 95 C 27 N 27 95;CASA;BOSTON;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;NO;SI;NO;NO;NO;BUENO;130.0;0;1;0;0;3;1;0;0;1;0;0;0;0;NO;SI;NO;NO TIENE;29;0;1;3;NO;0;1;1;0.0;0;0;0.0;-7.461.045.779.999.990;104.637.422;267700000.0
7578;BOGOTA;4;TV 3 # 56 - 19 AP 405;APARTAMENTO;BOSQUE CALDERA≥N;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;INCLINADA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;55.52;SI;1;NO;1;1;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;8;NO;1;2;NO;0;1;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;352120000.0
7579;MEDELLIN;3;CL 40 A A SUR # 32 - 120 APTO DUPLEX 407 T.1;APARTAMENTO;DORADO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;65.94;SI;1;NO;0;3;1;SI;NO;0;0;SI;NO;SI;NO;SI;NO;NO TIENE;16;NO;1;3;NO;1;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;174559000.0
7580;BOGOTA;5;CL 134 A # 14 - 13/25 AP 302;APARTAMENTO;LISBOA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;94.25;SI;1;NO;1;2;1;SI;NO;0;0;NO;NO;SI;SI;SI;SI;TIENE;4;NO;1;3;NO;1;0;0;0.0;1;1;1.0;-7.461.045.779.999.990;104.637.422;473550000.0
7581;ITAGUI;3;KR 58 # 77 - 41 AP 613 TO 6;APARTAMENTO;SANTA MARIA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;54.33;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;10;NO;1;1;NO;1;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;135825000.0
7582;VILLAVICENCIO;3;KR 26 A # 4 A - 48 CS 8 MZ T;CASA;LA ALBORADA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;NO TIENE;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;78.0;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;8;0;1;1;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;143325000.0
7583;JUAN DE ACOSTA;3;TROCAL DEL CARIBE KM 64 + 550 / LOTE DE TERRENO 2;CASA;AGUAMARINA BEACH RESORT;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;NO;BUENO;204.0;SI;1;NO;1;5;1;SI;SI;1;0;SI;SI;SI;SI;SI;SI;TIENE;0;SI;1;6;SI;0;2;1;1.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;1158720000.0
7584;ITAGUI;3;KR 44 # 47 - 21 AP. 208 TR.2;APARTAMENTO;ASTURIAS;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;59.0;SI;1;NO;0;3;1;SI;NO;0;0;NO;NO;SI;SI;SI;SI;TIENE;32;NO;1;2;NO;0;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;124313000.0
7585;BUGALAGRANDE;2;CL 2 A # 7 - 10;CASA;RICAURTE;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;SI;SI;NO;NO;BUENO;98.0;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;25;NO;1;1;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;55090000.0
7586;MEDELLIN;3;CL 114 # 64 B B - 51 PRIMER PISO;APARTAMENTO;BOYACA LAS BRISAS;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;NO TIENE;LIGERA;BUENO;FUERTE;NO;SI;SI;NO;NO;BUENO;64.08;NO;1;NO;0;3;1;NO;NO;0;0;NO;NO;NO;NO;NO;NO;NO TIENE;1;NO;1;1;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;158356260.0
7587;VILLAMARIA;3;KR 16 B # 3 - 70 MANZANA 32 - LOTE 510;CASA;LA PRADERA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;MUY BUENO;122.0;0;1;0;1;4;1;0;0;0;1;0;0;0;NO;SI;NO;NO TIENE;33;0;1;2;NO;0;0;1;0.0;0;0;0.0;-7.461.045.779.999.990;104.637.422;155800000.0
7588;BARRANQUILLA;6;KR 64 # 98 - 90 APTO 709 TORRE 3;APARTAMENTO;PASEO DE LA CASTELLANA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;SI;SI;BUENO;93.85;SI;1;SI;1;3;1;SI;SI;0;0;SI;SI;SI;SI;SI;SI;TIENE;10;NO;1;3;NO;1;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;347245000.0
7589;BOGOTA;4;AK 19 # 160 - 05 IN 4 AP 104;APARTAMENTO;ESTRELLA DEL NORTE;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;SI;BUENO;60.6;SI;1;SI;0;3;1;SI;NO;0;0;SI;NO;NO;SI;SI;SI;TIENE;31;NO;1;2;NO;0;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;219692000.0
7590;DOS QUEBRADAS;3;KR 43 B # 15 A - 16 APTO 723 BLOQUE 7;APARTAMENTO;FRAILES;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;46.75;SI;1;NO;1;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;0;NO;1;2;NO;0;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;90695000.0
7591;CALI;3;CL 32 A # 15 - 20;CASA;LA FLORESTA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;91.7;0;1;0;0;2;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;61;0;1;2;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;129821000.0
7592;TUNJA;3;CL 3 D BIS # 4 E - 47 URBANIZACIAìN CIUDADELA SOL  DE ORIENTE II Y III ETAPA LOTE (T3)7;CASA;BARRIO DOAëA EVA;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;SI;REGULAR MALO;38.0;0;1;0;0;2;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;12;0;1;1;NO;0;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;64980000.0
7593;MEDELLIN;5;KR 44 # 19 A - 20 INT 331 ;APARTAMENTO;VILLA CARLOTA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;80.59;SI;1;SI;0;2;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;9;SI;1;2;NO;1;0;0;0.0;1;1;1.0;-7.461.045.779.999.990;104.637.422;380089800.0
7594;COTA;4;CL 4 # 6 - 85 APT 101 INT 2;APARTAMENTO;ANTES VEREDA ABRA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;91.83;SI;1;SI;1;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;2;SI;1;3;NO;2;0;0;0.0;1;2;1.0;-7.461.045.779.999.990;104.637.422;381094500.0
7595;MEDELLIN;4;CL 76 # 80 - 205 APTO 1407;APARTAMENTO;ROBLEDO VILLA FLORA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;NULA;SI;SI;SI;NO;NO;MUY BUENO;58.0;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;NO;SI;SI;SI;TIENE;12;NO;1;2;NO;1;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;169592000.0
7596;ESPINAL;2;KR 8 # 9 - 13 CASA 2 CONJUNTO RESIDENCIAL VILLA LG;CASA;EL LIBERTADOR;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;41.99;NO;1;NO;0;1;1;NO;NO;0;0;SI;NO;NO;NO;SI;NO;NO TIENE;0;NO;1;2;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;75582000.0
7597;ARMENIA;5;CL 10 A # 18 - 36 PRIMERA ETAPA APARTAMENTO 603 TORRE 2 ;APARTAMENTO;PROVIDENCIA;SI;NO;SI;SI;SI;SI;0;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;DA©BIL;SI;SI;SI;NO;NO;REGULAR MALO;33.96;SI;1;NO;0;1;1;SI;SI;0;0;SI;NO;NO;SI;SI;SI;TIENE;5;SI;1;1;NO;2;0;0;0.0;1;1;1.0;-7.461.045.779.999.990;104.637.422;100180000.0
7598;BUGA;2;CL 14 # 5 - 14 TERRENO B;CASA;SANTA BARBARA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;61.61;0;1;0;0;2;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;16;0;2;1;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;59658880.0
7599;MEDELLIN;3;CL 3 B # 79 B - 44 AP 607;APARTAMENTO;EL RINCON;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;INCLINADA;BUENO;MEDIA;SI;SI;SI;SI;NO;BUENO;55.422;NO;1;NO;0;3;1;SI;SI;0;0;SI;SI;SI;SI;SI;SI;TIENE;12;SI;1;2;NO;2;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;133008000.0
7600;BOGOTA;3;KR 96 F # 23 - 49 APARTAMENTO 1101;APARTAMENTO;FERROCAJA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;65.71;SI;1;SI;0;3;1;SI;NO;0;0;SI;NO;SI;NO;SI;NO;TIENE;1;NO;1;3;NO;1;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;324935950.0
7601;BARRANQUILLA;4;KR 43 B # 79 - 185 APARTAMENTO 102;APARTAMENTO;PORVENIR;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;NO;NO;BUENO;97.9;NO;1;NO;0;2;1;NO;NO;0;0;SI;NO;NO;NO;SI;NO;NO TIENE;1;NO;1;3;NO;0;1;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;293700000.0
7602;BARRANCABERMEJA;2;CL 34 A # 42 - 03;CASA;LOS PINOS II ETAPA (EL CERRO);SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;NULA;NO;SI;SI;NO;NO;REGULAR MALO;56.0;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;9;0;1;2;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;80240000.0
7603;BELLO;4;AV 32 # 49 A - 135 APTO 514, PARQ Y UTIL  393;APARTAMENTO;NIQUIA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;NO;NO;BUENO;51.61;SI;1;NO;0;2;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;4;SI;1;2;NO;0;1;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;170701200.0
7604;MEDELLIN;3;CL 64 # 45 C - 10;CASA;VILLA HERMOSA ;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;INCLINADA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;110.0;0;1;0;0;4;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;54;0;1;2;NO;0;1;2;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;198825000.0
7606;CUCUTA;2;MZ 08 VIA V-5 VEHICULAR INTERNA 04 LT 28;CASA;URB TORCOROMA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;MEDIA;NO;NO;NO;NO;NO;BUENO;78.0;0;3;0;0;5;3;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;14;0;3;3;NO;1;0;0;0.0;3;0;0.0;-7.461.045.779.999.990;104.637.422;99486000.0
7607;ITAGUI;3;KR 53 # 52 - 75 CUARTO PISO APARTAMENTO 401;APARTAMENTO;ARTEX ZONA CENTRAL;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;NO;SI;MUY BUENO;46.73;NO;1;NO;0;2;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;0;NO;1;2;NO;1;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;123834500.0
7608;BOGOTA;4;AC 53 # 71 C - 17 AP 102;APARTAMENTO;NORMANDIA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;NO;NO;NO;BUENO;36.55;SI;1;NO;0;1;1;SI;NO;0;0;SI;NO;NO;SI;SI;SI;TIENE;35;NO;1;1;NO;0;0;1;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;176405400.0
7611;BOGOTA;4;KR 35 # 58 A - 05 AP 601;APARTAMENTO;CAMPIN OCCIDENTAL;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;104.86;SI;1;NO;0;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;1;NO;1;2;NO;2;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;645130178.0
7612;BOGOTA;3;KR 128 # 145 - 70 IN 10 AP 539;APARTAMENTO;SABANA DE TIBABUYES NORTE;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;50.52;SI;1;SI;0;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;14;NO;1;2;NO;0;0;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;136404000.0
7613;BOGOTA;2;KR 95 A # 26 - 85 SUR INT 6 CASA 13;CASA;TIERRA BUENA ;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;61.15;SI;1;SI;0;4;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;12;NO;1;2;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;100591750.0
7614;JARDIN;3;KR 4 # 13 - 33 CASA  8;CASA;URB LA PRIMAVERA;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;BUENO;BUENO;LIGERA;BUENO;MEDIA;NO;SI;NO;NO;NO;BUENO;104.8;0;1;0;0;3;1;0;0;0;1;0;0;0;NO;SI;NO;NO TIENE;2;0;1;1;NO;0;0;1;1.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;175156000.0
7616;SANTA MARTA;3;KR 21, B6 # 46 12 UNIDAD 5 TIPO 1;CASA;CURINCA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;SI;SI;NO;NO;BUENO;104.74;SI;1;NO;1;3;1;SI;NO;0;0;NO;NO;SI;NO;SI;NO;NO TIENE;1;NO;1;3;NO;1;1;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;249281200.0
7617;MEDELLIN;4;CL 17 A # 54 - 142;CASA;SANTA FE;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;174.41;0;1;0;1;5;1;0;0;0;1;0;0;0;NO;SI;NO;NO TIENE;44;0;1;3;NO;1;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;443429049.0
7618;BARRANCAS;2;KR 5 A # 10 - 54 CORREGIMIENTO DE PAPAYAL;CASA;EL TATUAL;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;BUENO;NO TIENE;PLANA;REGULAR;NULA;NO;SI;SI;NO;NO;EN PROYECTO;60.0;0;1;0;0;2;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;5;0;1;1;NO;0;1;0;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;37948000.0
7619;BOGOTA;4;KR 53 # 106 - 43 APTO 303;APARTAMENTO;PUENTE LARGO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;77.85;SI;1;SI;1;2;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;6;NO;1;2;NO;2;0;0;0.0;1;1;1.0;-7.461.045.779.999.990;104.637.422;400485000.0
7620;SAN ANDRES;2;KR 10 # 14 - 03 SECTOR DAVID HILL O GUINEA HEN APTO 201;APARTAMENTO;BACK ROAD;NO;SI;NO;SI;SI;NO;SI;NO;SI;SI;NO TIENE;NO TIENE;LIGERA;BUENO;DA©BIL;NO;SI;NO;NO;NO;REGULAR MALO;65.7;NO;1;NO;0;2;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;2;NO;1;1;NO;1;0;0;0.0;0;0;0.0;-7.461.045.779.999.990;104.637.422;93523950.0
7622;MEDELLIN;6;CL 18 SUR B # 36 - 120 AP 1402 - PQ 10 - CU 11 ;APARTAMENTO;EL DIAMANTE N2;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;178.25;NO;1;NO;0;3;1;SI;SI;1;1;SI;NO;SI;SI;SI;SI;TIENE;8;SI;1;5;NO;1;0;0;0.0;1;1;1.0;-7.461.045.779.999.990;104.637.422;747940000.0
7623;ENVIGADO;5;KR 27 C # 23 SUR - 152 TR 3 APTO 110;APARTAMENTO;LOMA BENEDICTINOS;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;INCLINADA;BUENO;MEDIA;NO;SI;SI;NO;NO;BUENO;132.83;NO;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;9;NO;1;4;NO;1;1;0;0.0;1;2;0.0;-7.461.045.779.999.990;104.637.422;607958500.0
7624;FUSAGASUGA;3;KR 1 ESTE # 8 - 35 AP 307;APARTAMENTO;PEKAçN;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;FUERTE;SI;SI;SI;NO;NO;MUY BUENO;39.68;SI;1;NO;0;2;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;NO TIENE;0;SI;1;1;NO;1;0;0;0.0;1;1;1.0;-7.461.045.779.999.990;104.637.422;99200000.0
7625;MEDELLIN;6;KR 27 # 7 B - 50 INT. 0161;CASA;POBLADO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;NO;SI;NO;MUY BUENO;257.34;SI;1;NO;1;3;1;SI;NO;1;0;SI;NO;SI;SI;SI;SI;NO TIENE;12;NO;1;5;NO;1;1;0;1.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;894294000.0
7626;BOGOTA;4;CL 143 A # 54 - 50 TO. 2 AP. 303;APARTAMENTO;SANTA ELENA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;NO;SI;SI;BUENO;64.67;SI;1;SI;0;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;11;NO;1;2;NO;1;0;0;0.0;1;1;1.0;-7.461.045.779.999.990;104.637.422;286380500.0
7627;FLORIDABLANCA;2;KR 11, PEATONAL # 46 - 27;CASA;EL CARMEN;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;NO TIENE;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;50.4;0;1;0;0;2;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;32;0;1;1;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;124920000.0
7628;BOGOTA;4;AC 45 # 16 - 77 APTO 501 ;APARTAMENTO;SANTA TERESITA;SI;SI;NO;SI;SI;SI;SI;NO;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;SI;BUENO;58.83;SI;1;NO;1;2;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;34;NO;1;2;NO;0;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;226788000.0
7629;FLORIDABLANCA;5;KR 21 # 36 - 83 APTO 704 TORRE 1;APARTAMENTO;CAAëAVERAL;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;87.9;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;11;SI;1;2;NO;1;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;275127000.0
7631;BOGOTA;3;CL 41 A SUR # 72 H - 09;CASA;TIMIZA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;69.3;0;1;0;0;4;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;24;0;1;1;NO;0;0;1;0.0;1;0;0.0;-7.461.045.779.999.990;104.637.422;162881400.0
7632;BOGOTA;4;DG 17 B # 88 - 77 TR 6 AP 901 ;APARTAMENTO;LOS HAYUELOS;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;60.04;SI;1;NO;0;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;4;SI;1;2;NO;1;0;0;0.0;1;1;0.0;-7.461.045.779.999.990;104.637.422;278172000.0
